"uf_code","horizon","variant","beta_mp","se_mp","lo95_mp","hi95_mp","lo95_mp_wild","hi95_mp_wild","uf_label","macro_region"
26,11,"linear",-0.00213157626964363,NA,NA,NA,NA,NA,"26 - Pernambuco","Northeast"
26,12,"linear",0.0219590954143325,NA,NA,NA,NA,NA,"26 - Pernambuco","Northeast"
27,0,"linear",-0.0606344171338171,0.106077212405576,-0.268545753448746,0.147276919181112,NA,NA,"27 - Alagoas","Northeast"
27,1,"linear",0.0805006971545168,0.040737352182257,0.000655486877293165,0.16034590743174,NA,NA,"27 - Alagoas","Northeast"
27,2,"linear",-0.124242967200181,0.17246087271971,-0.462266277730813,0.213780343330451,NA,NA,"27 - Alagoas","Northeast"
27,3,"linear",-3.13469569985891,NA,NA,NA,NA,NA,"27 - Alagoas","Northeast"
27,4,"linear",-5.55533700899213,NA,NA,NA,NA,NA,"27 - Alagoas","Northeast"
27,5,"linear",0.21719520037329,NA,NA,NA,NA,NA,"27 - Alagoas","Northeast"
27,6,"linear",1.36635626736008,NA,NA,NA,NA,NA,"27 - Alagoas","Northeast"
27,7,"linear",-0.903629711753185,NA,NA,NA,NA,NA,"27 - Alagoas","Northeast"
27,8,"linear",-0.13289165570191,NA,NA,NA,NA,NA,"27 - Alagoas","Northeast"
27,9,"linear",0.22163759884518,NA,NA,NA,NA,NA,"27 - Alagoas","Northeast"
27,10,"linear",0.107484073045521,NA,NA,NA,NA,NA,"27 - Alagoas","Northeast"
27,11,"linear",-0.0867594881119939,NA,NA,NA,NA,NA,"27 - Alagoas","Northeast"
27,12,"linear",-0.149889872955362,NA,NA,NA,NA,NA,"27 - Alagoas","Northeast"
28,0,"linear",-0.0472070435530311,0.0633876301918516,-0.17144679872906,0.077032711622998,NA,NA,"28 - Sergipe","Northeast"
28,1,"linear",0.0533525880457198,0.016205714027959,0.0215893885509203,0.0851157875405193,NA,NA,"28 - Sergipe","Northeast"
28,2,"linear",-0.0888007709385175,0.021977126414003,-0.131875938709964,-0.0457256031670715,NA,NA,"28 - Sergipe","Northeast"
28,3,"linear",0.0213412322641712,NA,NA,NA,NA,NA,"28 - Sergipe","Northeast"
28,4,"linear",0.0794981892906553,NA,NA,NA,NA,NA,"28 - Sergipe","Northeast"
28,5,"linear",0.0570283499915179,NA,NA,NA,NA,NA,"28 - Sergipe","Northeast"
28,6,"linear",0.303887608047057,NA,NA,NA,NA,NA,"28 - Sergipe","Northeast"
28,7,"linear",0.142236074026433,NA,NA,NA,NA,NA,"28 - Sergipe","Northeast"
28,8,"linear",0.074131086998201,NA,NA,NA,NA,NA,"28 - Sergipe","Northeast"
28,9,"linear",1.23080852495327,NA,NA,NA,NA,NA,"28 - Sergipe","Northeast"
28,10,"linear",-0.731686585070214,NA,NA,NA,NA,NA,"28 - Sergipe","Northeast"
28,11,"linear",-0.185123462789271,NA,NA,NA,NA,NA,"28 - Sergipe","Northeast"
28,12,"linear",0.0858232526906232,NA,NA,NA,NA,NA,"28 - Sergipe","Northeast"
29,0,"linear",-0.0899559906441425,0.0540207876491591,-0.195836734436494,0.0159247531482093,NA,NA,"29 - Bahia","Northeast"
29,1,"linear",0.0738609690742325,0.115613880257764,-0.152742236230985,0.300464174379449,NA,NA,"29 - Bahia","Northeast"
29,2,"linear",-0.0408447594038992,0.0721656385529684,-0.182289410967717,0.100599892159919,NA,NA,"29 - Bahia","Northeast"
29,3,"linear",0.157878192232076,NA,NA,NA,NA,NA,"29 - Bahia","Northeast"
29,4,"linear",0.0631139395392945,NA,NA,NA,NA,NA,"29 - Bahia","Northeast"
29,5,"linear",-0.0480836920907818,NA,NA,NA,NA,NA,"29 - Bahia","Northeast"
29,6,"linear",0.747745050837925,NA,NA,NA,NA,NA,"29 - Bahia","Northeast"
29,7,"linear",-0.295935881898778,NA,NA,NA,NA,NA,"29 - Bahia","Northeast"
29,8,"linear",-0.191565038520797,NA,NA,NA,NA,NA,"29 - Bahia","Northeast"
29,9,"linear",0.164529021611972,NA,NA,NA,NA,NA,"29 - Bahia","Northeast"
29,10,"linear",-0.106893660853266,NA,NA,NA,NA,NA,"29 - Bahia","Northeast"
29,11,"linear",-0.00822941547765619,NA,NA,NA,NA,NA,"29 - Bahia","Northeast"
29,12,"linear",0.334344074928837,NA,NA,NA,NA,NA,"29 - Bahia","Northeast"
31,0,"linear",0.0151352185317328,0.111342357996784,-0.203095803141964,0.23336624020543,NA,NA,"31 - Minas Gerais","Southeast"
31,1,"linear",-0.142226194277724,0.108507153251369,-0.354900214650408,0.07044782609496,NA,NA,"31 - Minas Gerais","Southeast"
31,2,"linear",-0.298116885337133,0.328064402443065,-0.941123114125541,0.344889343451276,NA,NA,"31 - Minas Gerais","Southeast"
31,3,"linear",0.533531692771293,NA,NA,NA,NA,NA,"31 - Minas Gerais","Southeast"
31,4,"linear",-0.255172034388788,NA,NA,NA,NA,NA,"31 - Minas Gerais","Southeast"
31,5,"linear",0.244856201404721,NA,NA,NA,NA,NA,"31 - Minas Gerais","Southeast"
31,6,"linear",-1.1774964037481,NA,NA,NA,NA,NA,"31 - Minas Gerais","Southeast"
31,7,"linear",5.83145427661419,NA,NA,NA,NA,NA,"31 - Minas Gerais","Southeast"
31,8,"linear",0.221621032370606,NA,NA,NA,NA,NA,"31 - Minas Gerais","Southeast"
