horizon,term,estimate,ci_low,ci_high,se,shock_sd,estimate_1sd,ci_low_1sd,ci_high_1sd,nobs,se_method,response_type,spec
28,mp_neg_x_ph2m,1.7147287855571332,0.008985293711773812,3.4204722774024923,1.0370184093564236,0.011528546534001646,0.01976833059748754,1.0358737667785676e-4,0.03943307381829722,1885,driscoll_kraay,cumulative,twfe_directional_dummies
29,mp_neg_x_ph2m,-0.3362801543701736,-2.1634311780668605,1.4908708693265134,1.110828947790984,0.011528546534001646,-0.0038768214081178034,-0.0249412170094538,0.017187574193218196,1858,driscoll_kraay,cumulative,twfe_directional_dummies
30,mp_neg_x_ph2m,-1.3951081816641486,-4.244538583826339,1.454322220498042,1.7323306800516043,0.011528546534001646,-0.01608356959228156,-0.04893336057900739,0.016766221394444277,1831,driscoll_kraay,cumulative,twfe_directional_dummies
31,mp_neg_x_ph2m,1.479180137959001,-0.3526332797515237,3.310993555669526,1.1136634820847613,0.011528546534001646,0.017052797052631317,-0.004065349175053061,0.03817094328031569,1804,driscoll_kraay,cumulative,twfe_directional_dummies
32,mp_neg_x_ph2m,-0.861611457471924,-3.4508382897496848,1.727615374805837,1.5741381420525338,0.011528546534001646,-0.009933127781694057,-0.03978314980469389,0.019916894241305785,1777,driscoll_kraay,cumulative,twfe_directional_dummies
33,mp_neg_x_ph2m,-2.9086550266368354,-6.746381729225203,0.9290716759515325,2.3331721678488253,0.011528546534001646,-0.03353256482594055,-0.07777597570151125,0.01071084604963014,1750,driscoll_kraay,cumulative,twfe_directional_dummies
34,mp_neg_x_ph2m,2.338183691147879,0.7326966184582684,3.9436707638374893,0.9760668343876762,0.011528546534001646,0.026955859488442053,0.008446927061201797,0.04546479191568231,1723,driscoll_kraay,cumulative,twfe_directional_dummies
35,mp_neg_x_ph2m,0.7905978146701745,-1.2232547378569603,2.804450367197309,1.2243354177718269,0.011528546534001646,0.009114443696105116,-0.01410234916832195,0.03233123656053218,1696,driscoll_kraay,cumulative,twfe_directional_dummies
36,mp_neg_x_ph2m,1.3818844255614708,-0.4746885247302006,3.2384573758531423,1.1287162090724114,0.011528546534001646,0.01593111890469755,-0.0054724687465087084,0.03733470655590381,1669,driscoll_kraay,cumulative,twfe_directional_dummies
37,mp_neg_x_ph2m,0.600168963845604,-1.5441341174515355,2.744472045142744,1.3036437079640542,0.011528546534001646,0.006919075827957598,-0.01780162202777959,0.031639773683694784,1642,driscoll_kraay,cumulative,twfe_directional_dummies
38,mp_neg_x_ph2m,-2.114071551172509,-6.402871062482616,2.174727960137598,2.6074049636008376,0.011528546534001646,-0.02437217225390131,-0.0738157969950434,0.025071452487240777,1615,driscoll_kraay,cumulative,twfe_directional_dummies
39,mp_neg_x_ph2m,-3.062498384646302,-9.476409073970585,3.3514123046779805,3.8993808228466236,0.011528546534001646,-0.03530615513769977,-0.10924922298450533,0.0386369127091058,1588,driscoll_kraay,cumulative,twfe_directional_dummies
40,mp_neg_x_ph2m,2.7454991226525927,-0.4911894680226099,5.982187713327795,1.9677669414718655,0.011528546534001646,0.03165161439456111,-0.005662700639110172,0.06896592942823238,1561,driscoll_kraay,cumulative,twfe_directional_dummies
41,mp_neg_x_ph2m,1.8181884941231323,-0.878935743906994,4.515312732153259,1.6397351070252406,0.011528546534001646,0.02096107066208491,-0.010132851624029134,0.05205499294819895,1534,driscoll_kraay,cumulative,twfe_directional_dummies
42,mp_neg_x_ph2m,1.4723671848321345,-0.9309524394343882,3.8756868090986574,1.461114584840459,0.011528546534001646,0.016974253605474263,-0.010732528518961693,0.04468103572991022,1507,driscoll_kraay,cumulative,twfe_directional_dummies
43,mp_neg_x_ph2m,2.0815737836069745,-0.26808971415749605,4.431237281371445,1.428493976159614,0.011528546534001646,0.02399752022827088,-0.003090684744951893,0.05108572520149365,1480,driscoll_kraay,cumulative,twfe_directional_dummies
