horizon,agent_type,estimate,conf_low,conf_high,region
13,Ricardian,1.3112322582256184,-2.452495123758643,5.0749596402098796,Southeast
13,PH2M,-0.01747453042848779,-5.443593154293756,5.408644093436781,Southeast
13,WH2M,1.3220139189146254,-2.46250404256073,5.106531880389981,Southeast
14,Ricardian,0.21437876337145986,-1.2970289887008686,1.7257865154437881,Southeast
14,PH2M,-0.5264487028676526,-2.751728116833041,1.698830711097736,Southeast
14,WH2M,0.7821910163281961,-0.7665712666719461,2.330953299328338,Southeast
15,Ricardian,0.04257295262632687,-0.8570508314244752,0.942196736677129,Southeast
15,PH2M,0.21468753302026802,-0.8277120849760999,1.257087151016636,Southeast
15,WH2M,-0.18502699846674983,-1.16116379818975,0.7911098012562504,Southeast
16,Ricardian,1.1376845327518215,-0.7901942719257864,3.0655633374294293,Southeast
16,PH2M,-0.42483981220386813,-3.210754924947883,2.3610753005401466,Southeast
16,WH2M,1.5498125412776895,-0.4224895199639531,3.5221146025193324,Southeast
17,Ricardian,-0.2663618485233064,-2.278583038082714,1.7458593410361012,Southeast
17,PH2M,-0.22809388774425166,-3.244281423584712,2.7880936480962086,Southeast
17,WH2M,-0.022080210253752786,-2.05267378825576,2.0085133677482543,Southeast
18,Ricardian,1.2393837701247523,-0.42578077621953225,2.904548316469037,Southeast
18,PH2M,-0.27186939683844713,-2.5885292579174877,2.0447904642405934,Southeast
18,WH2M,1.5521064086732566,-0.12278886869845529,3.2270016860449684,Southeast
19,Ricardian,3.307926320536458,1.63900230699709,4.976850334075825,Southeast
19,PH2M,-0.3097987610412174,-2.976245456406075,2.3566479343236404,Southeast
19,WH2M,3.647609908927548,1.938990547370205,5.356229270484891,Southeast
20,Ricardian,1.7936332587936592,-3.3784058662296133,6.965672383816932,Southeast
20,PH2M,-0.47464771349071366,-7.937661602857233,6.9883661758758056,Southeast
